articles.A-B,Adv_Prev_Med,Adv_Prev_Med_2011_Jun_8_2011_281863.nxml,Vitamin D  Sunlight and Prostate Cancer Risk,advances in preventive medicine,RSG-09-175-01-CCE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2007_May_21_96(10)_1579-1586.nxml,WTH3 is a direct target of the p53 protein,british journal of cancer,RSG-03-137-01-CDD
articles.A-B,Br_J_Cancer,Br_J_Cancer_2008_Nov_4_99(9)_1415-1425.nxml,Targeting ErbB2 and ErbB3 with a bispecific single-chain Fv enhances targeting selectivity and induces a therapeutic effect in vitro,british journal of cancer,MRSG-08-018-01-CDD
articles.A-B,Br_J_Cancer,Br_J_Cancer_2005_Apr_25_92(8)_1581-1587.nxml,Gastrin stabilises  -catenin protein in mouse colorectal cancer cells,british journal of cancer,IRG 97-152-11
articles.A-B,Br_J_Cancer,Br_J_Cancer_2006_Feb_27_94(4)_455-459.nxml,Mutation of the PIK3CA oncogene in human cancers,british journal of cancer,IRG-58-005-41
articles.A-B,Br_J_Cancer,Br_J_Cancer_2008_Jul_22_99(2)_245-252.nxml,Mutations in the LKB1 tumour suppressor are frequently detected in tumours from Caucasian but not Asian lung cancer patients,british journal of cancer,RSG-06-102-01-CCE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2006_Aug_21_95(4)_425-430.nxml,Differential proteomic alterations between localised and metastatic prostate cancer,british journal of cancer,RSG-02-179-MGO to AMC
articles.A-B,Br_J_Cancer,Br_J_Cancer_2004_Nov_29_91(11)_1893-1901.nxml,Quantifying trade-offs: quality of life and quality-adjusted survival in a randomised trial of chemotherapy in postmenopausal patients with lymph node-negative breast cancer,british journal of cancer,RPG-90-013-08-PBP
articles.A-B,Br_J_Cancer,Br_J_Cancer_2006_May_8_94(9)_1311-1319.nxml,The  2  1 integrin mediates the malignant phenotype on type I collagen in pancreatic cancer cell lines,british journal of cancer,RSG-05-037-01-CCE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2006_Jan_30_94(2)_184-188.nxml,Nuclear EGFR signalling network in cancers: linking EGFR pathway to cell cycle progression  nitric oxide pathway and patient survival,british journal of cancer,PF-05-175-01-TBE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2013_Mar_5_108(4)_755-761.nxml,Matricellular proteins: priming the tumour microenvironment for cancer development and metastasis Matricellular proteins,british journal of cancer,RP-10-033-01-CCE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2004_Feb_23_90(4)_853-859.nxml,Tumour necrosis factor and PI3-kinase control oestrogen receptor alpha protein level and its transrepression function,british journal of cancer,RPG-00-122-01-TBE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2007_Dec_17_97(12)_1606-1612.nxml,Predictors of survival after hepatic resection among patients with colorectal liver metastasis,british journal of cancer,RSGT-01-024-04-CPHPS
articles.A-B,Br_J_Cancer,Br_J_Cancer_2009_Apr_7_100(7)_1154-1164.nxml,Combination of adenoviral virotherapy and temozolomide chemotherapy eradicates malignant glioma through autophagic and apoptotic cell death in vivo,british journal of cancer,RSG-07-276-01-MGO
articles.A-B,Br_J_Cancer,Br_J_Cancer_2004_Jul_5_91(1)_99-105.nxml,Circulating enterolactone and risk of breast cancer: a prospective study in New York,british journal of cancer,RPG-98-333-01-CCE
articles.A-B,Br_J_Cancer,Br_J_Cancer_2008_Apr_8_98(7)_1197-1203.nxml,Variability in chemotherapy delivery for elderly women with advanced stage ovarian cancer and its impact on survival,british journal of cancer,RSGT-01-024-04-CPHPS
articles.A-B,Br_J_Cancer,Br_J_Cancer_2012_Jan_17_106(2)_333-343.nxml,Indole-3-carbinol synergistically sensitises ovarian cancer cells to bortezomib treatment I3C sensitises ovarian cancer cells to bortezomib,british journal of cancer,RSG-10-252-01-TBG
articles.A-B,Appl_Clin_Genet,Appl_Clin_Genet_2014_May_12_7_81-91.nxml,Influence of oncogenic transcription factors on chromatin conformation and implications in prostate cancer,the application of clinical genetics,RSG-12-085-01
articles.A-B,BMC_Immunol,BMC_Immunol_2002_Oct_18_3_14.nxml,Increased production of pro-inflammatory cytokines and enhanced T cell responses after activation of human dendritic cells with IL-1 and CD40 ligand,bmc immunology,RPG-98-183-01
articles.A-B,BMC_Immunol,BMC_Immunol_2005_Feb_4_6_3.nxml,Human CD57 + germinal center-T cells are the major helpers for GC-B cells and induce class switch recombination,bmc immunology,IRG-58-006-44
articles.A-B,BMC_Immunol,BMC_Immunol_2001_Sep_11_2_9.nxml,Improvements to parallel plate flow chambers to reduce reagent and cellular requirements,bmc immunology,RPG-00-096-01
articles.A-B,Autophagy,Autophagy_2013_May_1_9(5)_789-790.nxml,Angiogenic growth factor axis in autophagy regulation,autophagy,RSG-070944-01-CSM
articles.A-B,BMC_Genet,BMC_Genet_2005_Dec_30_6(Suppl_1)_S33.nxml,Application of the propensity score in a covariate-based linkage analysis of the Collaborative Study on the Genetics of Alcoholism,bmc genetics,IRG-58-005-40
articles.A-B,BMC_Genet,BMC_Genet_2008_Aug_29_9_58.nxml,In search of causal variants: refining disease association signals using cross-population contrasts,bmc genetics,IRG-58-010-50
articles.A-B,Aging_(Albany_NY),Aging_(Albany_NY)_2009_Sep_10_1(9)_803-817.nxml,The mRNA decay factor tristetraprolin (TTP) induces senescence in human             papillomavirus-transformed cervical cancer cells by targeting E6-AP ubiquitin             ligase TTP-mediated induction of senescence,aging (albany ny),RSG-06-122-01-CNE
articles.A-B,Aging_(Albany_NY),Aging_(Albany_NY)_2012_Dec_13_4(12)_917-922.nxml,Ribonucleotide reductase and thymidylate synthase or exogenous deoxyribonucleosides reduce DNA damage and senescence caused by C-MYC depletion,aging (albany ny),RSG-10-121-01
articles.A-B,Aging_(Albany_NY),Aging_(Albany_NY)_2014_Feb_16_6(2)_118-130.nxml,Age-dependent changes in mitochondrial morphology and volume are not predictors of lifespan,aging (albany ny),RSG-06-110-01
articles.A-B,Aging_(Albany_NY),Aging_(Albany_NY)_2009_Oct_21_1(10)_866-869.nxml,TAp63: The fountain of youth TAp63 prevents premature aging,aging (albany ny),RSG-07-082-01-MGO
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2004_Dec_7_5_190.nxml,A two-way interface between limited Systems Biology Markup Language and R,bmc bioinformatics,IRG-91-022-09
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2003_Nov_7_4_56.nxml,PathMAPA: a tool for displaying gene expression and performing statistical tests on metabolic pathways at multiple levels for Arabidopsis,bmc bioinformatics,IRG 58-012-45
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2007_Sep_24_8_359.nxml,Differential analysis for high density tiling microarray data,bmc bioinformatics,PF-05-048-01-GMC
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2005_Jul_22_6_187.nxml,Rank-invariant resampling based estimation of false discovery rate for analysis of small sample microarray data,bmc bioinformatics,RSG-02-182-01-MGO
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2007_Jul_27_8_272.nxml,A cis-regulatory logic simulator,bmc bioinformatics,RSG-06-039-01-GMC
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2009_Feb_20_10_65.nxml,CpG islands or CpG clusters: how to identify functional GC-rich regions in a genome?,bmc bioinformatics,IRG-73-001-31
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2006_Mar_20_7_163.nxml,PPSP: prediction of PK-specific phosphorylation site with Bayesian decision theory,bmc bioinformatics,RPG-99-173-01
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2008_Aug_12_9(Suppl_9)_S8.nxml,Systems biology approach to identification of biomarkers for metastatic progression in cancer,bmc bioinformatics,RSG-04-219-01-CCE
articles.A-B,BMC_Bioinformatics,BMC_Bioinformatics_2006_Oct_5_7_434.nxml,Rank-statistics based enrichment-site prediction algorithm developed for chromatin immunoprecipitation on chip experiments,bmc bioinformatics,PF-05-048-01-GMC
articles.A-B,ACS_Nano,ACS_Nano_2014_Jan_28_8(1)_104-112.nxml,Gold-Loaded Polymeric Micelles for Computed Tomography-Guided Radiation Therapy Treatment and Radiosensitization,acs nano,IRG-78-002-33
articles.A-B,BMC_Public_Health,BMC_Public_Health_2004_Dec_15_4_62.nxml,Colorectal cancer screening among African American church members: A qualitative and quantitative study of patient-provider communication,bmc public health,RPG-97-141-01-PBP
articles.A-B,BMC_Health_Serv_Res,BMC_Health_Serv_Res_2009_Jun_6_9_92.nxml,External validation of a claims-based algorithm for classifying kidney-cancer surgeries,bmc health services research,PF CPHPS-112124
articles.A-B,Acta_Crystallogr_D_Biol_Crystallogr,Acta_Crystallogr_D_Biol_Crystallogr_2013_Dec_1_69(Pt_12)_2555-2562.nxml,Structure of human apurinic/apyrimidinic endonuclease 1 with the essential Mg 2+ cofactor Human apurinic/apyrimidinic endonuclease 1,acta crystallographica section d: biological crystallography,RSG-09-058-01-GMC
articles.A-B,BMC_Cell_Biol,BMC_Cell_Biol_2004_May_16_5_20.nxml,Direct interaction between Smad3  APC10  CDH1 and HEF1 in proteasomal degradation of HEF1,bmc cell biology,RSG-01-184-01-TBE
articles.A-B,BMC_Physiol,BMC_Physiol_2004_Jan_16_4_2.nxml,Exercise increases endostatin in circulation of healthy volunteers,bmc physiology,IRG-98-275-01
articles.A-B,Biol_Open,Biol_Open_2013_Jul_26_2(9)_924-931.nxml,Robust mitotic entry is ensured by a latching switch,biology open,PF-12-129-01-CCG
articles.A-B,Biol_Open,Biol_Open_2013_Jan_17_2(3)_295-305.nxml,Mitochondrial NDUFS3 regulates the ROS-mediated onset of metabolic switch in transformed cells,biology open,RSG-12-144-01-CCE
articles.A-B,Biol_Open,Biol_Open_2012_Sep_28_1(12)_1204-1214.nxml,Sequential phosphorylation of GRASP65 during mitotic Golgi disassembly,biology open,RGS-09-278-01-CSM
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2004_Sep_22_6(6)_R636-R639.nxml,The progesterone receptor Val660Leu polymorphism and breast cancer risk,breast cancer research,RSG-00-061-04-CCE
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2005_Nov_2_7(6)_R1051-R1057.nxml,Allelic imbalances of chromosomes 8p and 18q and their roles in distant relapse of early stage  node-negative breast cancer,breast cancer research,RSG CCE-108980
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2003_Apr_11_5(4)_181-187.nxml,Nuclear localization and function of polypeptide ligands and their receptors: a new paradigm for hormone specificity within the mammary gland?,breast cancer research,RPG-00-307-01-TBE
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2000_Feb_7_2(2)_77-81.nxml,Founder populations and their uses for breast cancer genetics,breast cancer research : bcr,RPG-99-181-01
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2007_Jan_3_9(1)_R1.nxml,SirT1 modulates the estrogeninsulin-like growth factor-1 signaling for postnatal development of mammary gland in mice,breast cancer research,RSG-04-019-01-CNE
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2001_Jun_14_3(4)_224-229.nxml,Tumour-stromal interactions: Integrins and cell adhesions as modulators of mammary cell survival and transformation,breast cancer research : bcr,IRG-78-002-23
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2009_May_29_11(3)_206.nxml,Estrogen regulation of apoptosis: how can one hormone stimulate and inhibit?,breast cancer research : bcr,IRG-92-027-14
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2009_May_22_11(3)_R31.nxml,Epidemiology of breast cancer subtypes in two prospective cohort studies of breast cancer survivors,breast cancer research : bcr,RSG-06-209-01-LR
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2007_Jul_20_9(4)_304.nxml,Estrogen regulation of mammary gland development and breast cancer: amphiregulin takes center stage,breast cancer research : bcr,PF-06-252-01-MGO
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2008_Dec_5_10(6)_R104.nxml,Buthionine sulfoximine sensitizes antihormone-resistant human breast cancer cells to estrogen-induced apoptosis,breast cancer research : bcr,IRG-92-027-14-JSLW
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2002_Apr_19_4(3)_113-121.nxml,CCAAT/enhancer binding proteins in normal mammary development and breast cancer,breast cancer research,IRG 58-005-40
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2007_Nov_26_9(6)_R82.nxml,Identification of BRCA1 missense substitutions that confer partial functional activity: potential moderate risk variants?,breast cancer research : bcr,RSG-04-220-01-CCE
articles.A-B,Breast_Cancer_Res,Breast_Cancer_Res_2008_Nov_5_10(6)_215.nxml,Local control by radiotherapy: is that all there is?,breast cancer research : bcr,RSG-05-145-01-LIB
articles.A-B,BMC_Med,BMC_Med_2004_May_4_2_16.nxml,Membrane transport of camptothecin: facilitation by human P-glycoprotein (ABCB1) and multidrug resistance protein 2 (ABCC2),bmc medicine,RPG-98-057-01-CCR
articles.A-B,BMC_Med,BMC_Med_2008_Apr_28_6_11.nxml,Collagen density promotes mammary tumor initiation and progression,bmc medicine,RSG-00-339CSM
articles.A-B,Br_J_Haematol,Br_J_Haematol_2008_Oct_143(2)_288-293.nxml,Duffy (Fy)  DARC   and neutropenia among women from the United States  Europe and the Caribbean,british journal of haematology,RSGHP PBP-105710
articles.A-B,BMC_Biochem,BMC_Biochem_2005_Mar_24_6_5.nxml,A simplified method for analysis of polyunsaturated fatty acids,bmc biochemistry,RSG-03-140-01-CNE
articles.A-B,BMC_Biochem,BMC_Biochem_2005_Nov_23_6_25.nxml,Characterization of the interactions between the active site of a protein tyrosine kinase and a divalent metal activator,bmc biochemistry,RSG-04-247-01-CDD
articles.A-B,BMC_Biochem,BMC_Biochem_2004_Jul_26_5_11.nxml,Characterization of yeast histone H3-specific type B histone acetyltransferases identifies an ADA2 -independent Gcn5p activity,bmc biochemistry,RPG-00-340-01-CSM
articles.A-B,BMC_Biochem,BMC_Biochem_2005_May_6_6_8.nxml,Rational polynomial representation of ribonucleotide reductase activity,bmc biochemistry,IRG-91-022-09
articles.A-B,Biomed_Res_Int,Biomed_Res_Int_2013_Mar_31_2013_826435.nxml,From Notochord Formation to Hereditary Chordoma: The Many Roles of Brachyury,biomed research international,RSG-08-042-01-DDC
articles.A-B,ACS_Chem_Biol,ACS_Chem_Biol_2011_Jan_21_6(1)_34-46.nxml,Identification of Direct Protein Targets of Small Molecules,acs chemical biology,RSG-07-035-01-CCG
articles.A-B,ACS_Chem_Biol,ACS_Chem_Biol_2013_Mar_15_8(3)_500-505.nxml,d -Amino Acid Chemical Reporters Reveal Peptidoglycan Dynamics of an Intracellular Pathogen,acs chemical biology,PF-10-258-01-MPC
articles.A-B,Biomolecules,Biomolecules_2012_Sep_4_2(3)_376-388.nxml,Sumoylation and the DNA Damage Response,biomolecules,RSG-12-013-01-CCG
articles.A-B,Adv_Hematol,Adv_Hematol_2009_Aug_27_2009_634292.nxml,CREB: A Key Regulator of Normal and Neoplastic Hematopoiesis,advances in hematology,RSG-99-081-01-LIB
articles.A-B,Arch_Drug_Inf,Arch_Drug_Inf_2008_Sep_1(2)_70-78.nxml,Patients' Perceptions of Physician-Patient Discussions and Adverse Events with Cancer Therapy,archives of drug information,RSGT-08-009-01-CPHPS
articles.A-B,BMC_Cancer,BMC_Cancer_2007_May_3_7_74.nxml,Promoter methylation of RASSF1A and DAPK and mutations of K-ras  p53  and EGFR in lung tumors from smokers and never-smokers,bmc cancer,RPG-99-161-01-CNE
articles.A-B,BMC_Cancer,BMC_Cancer_2008_Apr_24_8_119.nxml,A stable explant culture of HER2/neu invasive carcinoma supported by alpha-Smooth Muscle Actin expressing stromal cells to evaluate therapeutic agents,bmc cancer,RSG-03-086-01
articles.A-B,BMC_Cancer,BMC_Cancer_2005_Oct_19_5_135.nxml,Differential biologic effects of CPD and 6-4PP UV-induced DNA damage on the induction of apoptosis and cell-cycle arrest,bmc cancer,RPG-96-070-07-CIM
articles.A-B,BMC_Cancer,BMC_Cancer_2008_Sep_18_8_264.nxml,Expression profile of CREB knockdown in myeloid leukemia cells,bmc cancer,RSG-99-081-01-LIB
articles.A-B,BMC_Cancer,BMC_Cancer_2005_Aug_4_5_95.nxml,Folate system correlations in DNA microarray data,bmc cancer,IRG-91-022-09
articles.A-B,BMC_Cancer,BMC_Cancer_2006_Oct_6_6_239.nxml,Polymorphisms in GSTT1   GSTM1   NAT1 and NAT2 genes and bladder cancer risk in men and women,bmc cancer,RSG-00-061-04-CCE
articles.A-B,BMC_Cancer,BMC_Cancer_2006_Apr_25_6_104.nxml,On systems and control approaches to therapeutic gain,bmc cancer,IRG-91-022-09
articles.A-B,BMC_Cancer,BMC_Cancer_2008_Nov_7_8_327.nxml,Methylation of WTH3   a possible drug resistant gene  inhibits p53 regulated expression,bmc cancer,RSG-03-137-01-CDD
articles.A-B,BMC_Cancer,BMC_Cancer_2008_Dec_24_8_387.nxml,Smoking  environmental tobacco smoke  and risk of renal cell cancer: a population-based case-control study,bmc cancer,TURSG-02-068-01-PBP
articles.A-B,BMC_Cancer,BMC_Cancer_2007_Jan_9_7_4.nxml,Progression of renal cell carcinoma is inhibited by genistein and radiation in an orthotopic model,bmc cancer,ROG-06-096-01
articles.A-B,BMC_Complement_Altern_Med,BMC_Complement_Altern_Med_2006_Oct_6_6_34.nxml,Use of selected complementary and alternative medicine (CAM) treatments in veterans with cancer or chronic pain: a cross-sectional survey,bmc complementary and alternative medicine,PTAPM-97-185-04
articles.A-B,BMC_Genomics,BMC_Genomics_2008_Sep_16_9(Suppl_2)_S16.nxml,Use artificial neural network to align biological ontologies,bmc genomics,IRG 97-219-08
articles.A-B,BMC_Genomics,BMC_Genomics_2004_Dec_14_5_94.nxml,Prognostic meta-signature of breast cancer developed by two-stage mixture modeling of microarray data,bmc genomics,RSG-02-179-01
articles.A-B,BMC_Genomics,BMC_Genomics_2014_May_10_15(1)_354.nxml,Whole genome profiling of spontaneous and chemically induced mutations in Toxoplasma gondii,bmc genomics,RSG-12-175-01
articles.A-B,BMC_Genomics,BMC_Genomics_2006_Oct_26_7_276.nxml,Genome-wide mapping of ORC and Mcm2p binding sites on tiling arrays and identification of essential ARS consensus sequences in S. cerevisiae,bmc genomics,IRG-58-007-42
articles.A-B,BMC_Genomics,BMC_Genomics_2008_Dec_23_9_626.nxml,Sequence divergence of Mus spretus and Mus musculus across a skin cancer susceptibility locus,bmc genomics,RSG-07-083-01-MGO
articles.A-B,BMC_Med_Inform_Decis_Mak,BMC_Med_Inform_Decis_Mak_2005_Nov_28_5_36.nxml,Development and initial testing of a computer-based patient decision aid to promote colorectal cancer screening for primary care practice,bmc medical informatics and decision making,PTAPM-01-085-01
articles.A-B,BMC_Microbiol,BMC_Microbiol_2004_Dec_8_4_47.nxml,Allele specific synthetic lethality between priC and dnaA ts alleles at the permissive temperature of 30C in E. coli K-12,bmc microbiology,RPG-99-194-04-GMC
articles.C-H,Cancer_Metastasis_Rev,Cancer_Metastasis_Rev_2010_Jun_21_29(2)_309-316.nxml,Interactions between lymphocytes and myeloid cells regulate pro- versus anti-tumor immunity,cancer metastasis reviews,PF-07-264-01
articles.C-H,Cancer_Causes_Control,Cancer_Causes_Control_2012_Apr_6_23(4)_635-645.nxml,Association of cord blood methylation fractions at imprinted insulin-like growth factor 2 ( IGF2 )  plasma IGF2  and birth weight,cancer causes & control,IRG-83-006
articles.C-H,Cancer_Microenviron,Cancer_Microenviron_2009_Mar_18_2(1)_9-21.nxml,Identification of Molecular Distinctions Between Normal Breast-Associated Fibroblasts and Breast Cancer-Associated Fibroblasts,cancer microenvironment,RSG-05-207-01-TBE
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2011_Mar_16_3(1)_1383-1404.nxml,Epigenetic Regulation by Lysine Demethylase 5 (KDM5) Enzymes in Cancer,cancers,IRG-58-012-51
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2011_Jan_14_3(1)_285-297.nxml,Enteric Bacteria and Cancer Stem Cells,cancers,RSG-09-075-01-MBC
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2014_Mar_6_6(1)_526-544.nxml,The Role of STAT3 in Thyroid Cancer,cancers,RSGM-10-189-01-TBE
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2014_Mar_26_6(2)_741-755.nxml,HiJAKd Signaling  the STAT3 Paradox in Senescence and Cancer Progression,cancers,RSG-CCG-122517
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2011_Oct_26_3(4)_4024-4045.nxml,Nanoparticle Delivery of Natural Products in the Prevention and Treatment of Cancers: Current Status and Future Prospects,cancers,MRSG-11-019-01-CNE
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2011_Apr_18_3(2)_1975-1995.nxml,Essential Gene Pathways for Glioblastoma Stem Cells: Clinical Implications for Prevention of Tumor Recurrence,cancers,RSG-07-109-01-CCE
articles.C-H,Cancers_(Basel),Cancers_(Basel)_2013_Jun_5_5(2)_676-713.nxml,Epigenetics and Colorectal Cancer Pathogenesis,cancers,RSG-09-209 to K.L
articles.C-H,Cancer_Gene_Ther,Cancer_Gene_Ther_2013_Aug_12_20(8)_469-477.nxml,Extranodal induction of therapeutic immunity in the tumor microenvironment after intratumoral delivery of Tbet  gene-modified dendritic cells,cancer gene therapy,PF-11-151-01-LIB
articles.C-H,Cancer_Gene_Ther,Cancer_Gene_Ther_2012_Jun_4_19(6)_431-442.nxml,Pharmacokinetic study of neural stem cell-based cell carrier for oncolytic virotherapy: Targeted delivery of the therapeutic payload in an orthotopic brain tumor model,cancer gene therapy,RSG-07-276-01-MGO
articles.C-H,Cancer_Immunol_Immunother,Cancer_Immunol_Immunother_2012_Oct_21_61(10)_1627-1638.nxml,TCR hypervariable regions expressed by T cells that respond to effective tumor vaccines,cancer immunology  immunotherapy,RSG-08-184-01-LIB
articles.I-N,J_Bone_Miner_Res,J_Bone_Miner_Res_2010_Oct_30_25(10)_2138-2147.nxml,Wnt10b Deficiency Results in Age-Dependent Loss of Bone Mass and Progressive Reduction of Mesenchymal Progenitor Cells,journal of bone and mineral research,RSG-05-034-01-CSM
